"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home",
"1400000US06075030101","Census Tract 301.01; San Francisco County; California","3017","561","635","175","583","168","52","51","29","34","23","39","0","13","0","13","0","13","579","249","271","116","224","206","11","26","73","62","0","13","75","64","0","13","206","121","845","463","10","16","667","218",
"1400000US06075030102","Census Tract 301.02; San Francisco County; California","2715","343","933","231","709","222","224","105","171","89","33","39","16","21","0","13","4","7","533","192","117","74","230","136","18","29","168","89","0","13","60","64","23","36","81","61","470","166","79","75","536","261",
"1400000US06075030201","Census Tract 302.01; San Francisco County; California","2386","390","984","207","757","206","227","107","177","91","50","63","0","13","0","13","0","13","729","208","409","177","81","61","22","33","217","97","0","13","26","29","0","13","118","113","72","39","16","21","441","127",
"1400000US06075030202","Census Tract 302.02; San Francisco County; California","2590","395","795","201","608","194","187","121","187","121","0","13","0","13","0","13","0","13","877","253","242","120","299","178","74","62","262","124","0","13","0","13","0","13","65","72","226","110","56","52","571","205",
"1400000US06075030301","Census Tract 303.01; San Francisco County; California","3249","649","1105","350","1042","346","63","44","53","41","0","19","10","16","0","19","0","19","679","180","231","106","338","144","19","33","91","86","0","19","0","19","90","105","126","68","156","141","18","32","1075","375",
"1400000US06075030302","Census Tract 303.02; San Francisco County; California","1980","369","999","326","817","227","182","150","63","43","119","132","0","13","0","13","0","13","298","103","167","76","71","53","0","13","60","50","0","13","0","13","0","13","33","27","75","69","28","31","547","156",
"1400000US06075030400","Census Tract 304; San Francisco County; California","2283","308","1212","254","854","167","358","131","232","111","96","58","30","50","0","19","0","19","407","143","99","58","195","129","21","30","92","59","0","19","38","53","0","19","24","32","51","35","25","25","526","143",
"1400000US06075030500","Census Tract 305; San Francisco County; California","1502","294","819","209","734","186","85","67","78","64","0","13","7","19","0","13","0","13","138","65","36","36","36","24","24","26","42","36","0","13","41","38","0","13","14","17","14","20","37","35","439","213",
"1400000US06075030600","Census Tract 306; San Francisco County; California","1274","177","607","127","541","124","66","39","66","39","0","13","0","13","0","13","0","13","235","70","112","57","77","29","0","13","46","29","0","13","0","13","0","13","5","7","21","17","0","13","406","122",
"1400000US06075030700","Census Tract 307; San Francisco County; California","3246","350","1665","293","1469","272","196","116","196","116","0","19","0","19","0","19","0","19","528","177","206","114","250","111","16","25","56","76","0","19","0","19","77","77","200","103","113","83","15","23","648","255",
"1400000US06075030800","Census Tract 308; San Francisco County; California","3177","1093","1297","402","1018","379","279","197","132","112","100","162","0","19","26","44","21","33","651","160","337","105","171","118","17","27","126","94","0","19","0","19","0","19","50","57","73","85","42","41","1064","834",
"1400000US06075030900","Census Tract 309; San Francisco County; California","3327","629","1726","591","1247","517","479","204","406","190","41","63","17","27","0","19","15","25","600","181","367","134","70","54","0","19","163","98","0","19","0","19","0","19","18","21","204","101","29","24","750","253",
"1400000US06075031000","Census Tract 310; San Francisco County; California","2046","454","975","286","928","281","47","41","12","18","18","22","17","27","0","13","0","13","305","118","76","55","201","108","9","15","19","27","0","13","58","48","0","13","0","13","42","36","38","31","628","289",
"1400000US06075031100","Census Tract 311; San Francisco County; California","3799","720","1581","295","1328","250","253","161","235","156","18","30","0","19","0","19","0","19","885","268","155","80","683","257","23","26","24","36","0","19","0","19","45","70","14","26","8","13","99","81","1167","423",
"1400000US06075031201","Census Tract 312.01; San Francisco County; California","3282","753","1686","454","1231","443","455","162","277","133","65","77","106","72","7","12","0","19","995","325","391","183","578","197","8","20","18","30","0","19","0","19","0","19","15","19","70","43","106","90","410","141",
"1400000US06075031202","Census Tract 312.02; San Francisco County; California","1561","156","865","101","749","101","116","58","109","58","0","13","0","13","7","13","0","13","321","98","113","85","188","57","10","8","10","17","0","13","30","20","2","7","0","13","29","37","68","37","246","86",
"1400000US06075031301","Census Tract 313.01; San Francisco County; California","2213","480","1346","446","1136","432","210","87","174","75","36","39","0","13","0","13","0","13","410","122","153","86","198","116","7","11","52","39","0","13","39","64","22","27","58","37","39","45","0","13","299","132",
"1400000US06075031302","Census Tract 313.02; San Francisco County; California","2584","532","1202","227","937","207","265","118","220","102","28","33","17","28","0","13","0","13","681","224","387","159","247","108","0","13","47","41","0","13","20","35","0","13","0","13","29","41","7","11","645","370",
"1400000US06075031401","Census Tract 314.01; San Francisco County; California","1292","363","779","197","621","180","158","102","63","51","49","71","0","13","46","40","0","13","336","195","228","145","70","56","0","13","38","55","0","13","0","13","21","21","0","13","6","10","22","30","128","64",
"1400000US06075031402","Census Tract 314.02; San Francisco County; California","2503","376","1389","293","1084","219","305","159","158","96","90","94","34","39","23","38","0","13","527","162","247","118","262","135","8","13","10","12","0","13","39","50","0","13","0","13","23","26","0","13","525","269",
"1400000US06075032601","Census Tract 326.01; San Francisco County; California","2701","377","1327","274","974","197","353","151","265","155","42","44","0","13","46","46","0","13","418","129","155","69","36","32","37","33","190","105","0","13","0","13","0","13","126","90","84","49","164","198","582","159",
"1400000US06075032602","Census Tract 326.02; San Francisco County; California","2185","336","1118","248","744","165","374","225","162","82","127","109","85","123","0","13","0","13","348","111","246","103","16","26","0","13","86","48","0","13","0","13","13","16","36","26","211","103","28","41","431","127",
"1400000US06075032700","Census Tract 327; San Francisco County; California","3616","720","1400","395","1334","391","66","53","48","46","18","28","0","19","0","19","0","19","670","269","397","153","75","57","11","18","187","195","0","19","0","19","135","91","116","112","442","381","124","110","729","238",
"1400000US06075032801","Census Tract 328.01; San Francisco County; California","1719","369","967","283","859","272","108","79","108","79","0","13","0","13","0","13","0","13","404","127","209","124","19","29","0","13","176","82","0","13","125","107","0","13","18","28","9","14","16","29","180","68",
"1400000US06075032802","Census Tract 328.02; San Francisco County; California","2361","599","1298","367","1037","362","261","163","108","70","142","128","11","19","0","13","0","13","547","276","460","268","49","48","0","13","38","31","0","13","32","36","0","13","33","24","77","46","45","31","329","117",
"1400000US06075032901","Census Tract 329.01; San Francisco County; California","2659","382","1152","276","826","261","326","132","169","97","146","91","0","19","11","16","0","19","806","187","491","187","198","124","0","19","117","59","0","19","0","19","0","19","21","23","200","104","0","19","480","172",
"1400000US06075032902","Census Tract 329.02; San Francisco County; California","1804","467","1139","356","872","198","267","196","237","191","13","15","17","24","0","13","0","13","383","204","298","186","19","18","0","13","66","53","0","13","0","13","31","42","0","13","0","13","41","46","210","87",
"1400000US06075033001","Census Tract 330.01; San Francisco County; California","2143","365","866","203","766","208","100","97","45","53","0","13","55","84","0","13","0","13","617","229","223","108","319","156","0","13","75","77","0","13","0","13","0","13","0","13","130","100","135","148","395","252",
"1400000US06075033002","Census Tract 330.02; San Francisco County; California","2257","351","953","256","725","210","228","152","218","149","10","16","0","13","0","13","0","13","505","183","156","121","236","131","31","46","82","102","0","13","0","13","0","13","0","13","109","96","14","24","676","359",
"1400000US06075033100","Census Tract 331; San Francisco County; California","1862","241","1158","214","1020","210","138","80","119","76","0","13","10","16","9","15","0","13","168","63","75","48","46","45","0","13","47","33","0","13","0","13","0","13","4","7","82","51","28","42","422","128",
"1400000US06075033201","Census Tract 332.01; San Francisco County; California","1789","332","384","144","317","130","67","45","41","33","15","24","11","19","0","13","0","13","615","193","459","164","130","87","0","13","26","30","0","13","49","46","0","13","8","16","413","156","15","17","305","216",
"1400000US06075033203","Census Tract 332.03; San Francisco County; California","1726","281","934","244","734","209","200","155","187","152","13","22","0","13","0","13","0","13","388","163","248","125","121","67","8","13","11","17","0","13","26","29","0","13","0","13","128","93","0","13","250","142",
"1400000US06075033204","Census Tract 332.04; San Francisco County; California","1802","499","974","401","898","394","76","60","60","53","16","22","0","13","0","13","0","13","581","269","385","206","158","136","27","25","11","17","0","13","18","51","0","13","30","37","59","43","0","13","140","70",
"1400000US06075035101","Census Tract 351.01; San Francisco County; California","1938","365","1051","218","877","182","174","142","174","142","0","13","0","13","0","13","0","13","241","134","102","76","80","91","20","36","39","67","0","13","46","66","124","135","132","127","9","16","119","132","216","139",
"1400000US06075035102","Census Tract 351.02; San Francisco County; California","2147","361","1131","264","933","229","198","117","178","111","20","32","0","13","0","13","0","13","518","152","337","147","44","40","15","28","122","109","0","13","0","13","0","13","69","70","72","54","34","44","323","146",
"1400000US06075035201","Census Tract 352.01; San Francisco County; California","2893","497","1647","427","1363","323","284","163","219","158","42","42","23","25","0","19","0","19","508","174","344","134","46","54","9","14","109","97","0","19","0","19","74","60","29","25","49","52","64","58","522","161",
"1400000US06075035202","Census Tract 352.02; San Francisco County; California","2829","410","1106","235","879","196","227","134","166","123","41","41","20","32","0","13","0","13","980","265","397","123","343","212","0","13","240","116","0","13","0","13","8","13","82","53","123","84","34","32","496","262",
"1400000US06075035300","Census Tract 353; San Francisco County; California","3643","604","1619","322","1413","321","206","112","173","100","0","19","0","19","33","47","0","19","830","331","436","224","221","141","0","19","173","183","0","19","0","19","0","19","105","87","69","55","65","75","955","459",
"1400000US06075035400","Census Tract 354; San Francisco County; California","3549","513","1988","403","1638","373","350","168","336","167","0","19","0","19","14","20","0","19","804","328","484","274","60","60","0","19","260","235","0","19","28","44","0","19","210","95","0","19","56","63","463","163",
"1400000US06075040100","Census Tract 401; San Francisco County; California","2608","520","860","192","741","179","119","58","97","55","9","16","13","22","0","13","0","13","738","229","661","216","38","34","39","54","0","13","0","13","7","11","9","17","38","34","254","115","17","23","685","422",
"1400000US06075040200","Census Tract 402; San Francisco County; California","3421","730","1520","496","1216","365","304","259","248","249","56","75","0","19","0","19","0","19","664","217","664","217","0","19","0","19","0","19","0","19","0","19","0","19","102","114","88","70","42","47","1005","365",
"1400000US06075042601","Census Tract 426.01; San Francisco County; California","2015","282","681","247","644","241","37","36","37","36","0","13","0","13","0","13","0","13","659","197","591","168","68","104","0","13","0","13","0","13","65","73","35","25","79","48","57","47","83","48","356","106",
"1400000US06075042602","Census Tract 426.02; San Francisco County; California","1682","242","719","151","552","131","167","95","58","55","6","11","0","13","91","81","12","19","366","102","334","100","15","22","6","10","11","17","0","13","0","13","0","13","15","16","46","39","42","50","494","155",
"1400000US06075042700","Census Tract 427; San Francisco County; California","2889","515","1678","415","1252","362","426","184","259","151","84","66","83","61","0","19","0","19","572","182","557","180","0","19","0","19","15","24","0","19","0","19","0","19","60","48","57","62","14","24","508","177",
"1400000US06075042800","Census Tract 428; San Francisco County; California","1215","176","627","109","593","106","34","24","27","20","7","12","0","13","0","13","0","13","63","39","59","37","4","9","0","13","0","13","0","13","15","16","0","13","11","11","33","24","0","13","466","124",
"1400000US06075045100","Census Tract 451; San Francisco County; California","2888","647","1036","290","836","205","200","136","132","111","68","102","0","13","0","13","0","13","675","379","636","379","22","29","17","27","0","13","0","13","0","13","0","13","196","83","111","70","14","23","856","492",
"1400000US06075045201","Census Tract 452.01; San Francisco County; California","1662","251","556","165","499","167","57","61","36","49","21","37","0","13","0","13","0","13","529","239","500","245","29","44","0","13","0","13","0","13","46","51","0","13","98","89","81","83","42","50","310","132",
"1400000US06075045202","Census Tract 452.02; San Francisco County; California","1948","513","743","289","656","250","87","104","87","104","0","13","0","13","0","13","0","13","466","191","449","188","0","13","17","28","0","13","0","13","15","20","29","38","63","50","81","78","68","79","483","259",
"1400000US06075047600","Census Tract 476; San Francisco County; California","3102","547","1358","305","852","219","506","287","209","152","297","193","0","19","0","19","0","19","677","209","651","203","0","19","26","40","0","19","0","19","0","19","108","131","119","95","48","50","0","19","792","351",
"1400000US06075047701","Census Tract 477.01; San Francisco County; California","2602","325","972","218","849","210","123","87","112","90","11","16","0","13","0","13","0","13","629","153","599","153","20","32","10","16","0","13","0","13","0","13","12","20","64","58","88","51","11","17","826","239",
"1400000US06075047702","Census Tract 477.02; San Francisco County; California","1986","338","907","277","813","281","94","59","59","51","35","36","0","13","0","13","0","13","309","119","275","111","34","48","0","13","0","13","0","13","26","44","39","50","96","62","79","61","41","51","489","186",
"1400000US06075047801","Census Tract 478.01; San Francisco County; California","2719","313","1112","231","955","237","157","76","129","66","20","24","8","12","0","13","0","13","746","218","712","214","34","31","0","13","0","13","0","13","15","21","0","13","45","53","128","73","68","82","605","219",
"1400000US06075047802","Census Tract 478.02; San Francisco County; California","1963","386","872","200","712","198","160","123","130","116","30","37","0","13","0","13","0","13","520","169","514","169","6","11","0","13","0","13","0","13","44","68","0","13","30","35","144","161","27","26","326","124",
"1400000US06075047902","Census Tract 479.02; San Francisco County; California","1708","351","810","197","696","166","114","71","83","61","24","29","7","12","0","13","0","13","244","92","227","90","17","25","0","13","0","13","0","13","6","11","7","11","76","58","84","109","0","13","481","182",
"1400000US06075047903","Census Tract 479.03; San Francisco County; California","2032","381","996","192","624","175","372","208","281","163","75","70","16","22","0","13","0","13","331","153","331","153","0","13","0","13","0","13","0","13","0","13","0","13","31","37","71","60","55","55","548","322",
"1400000US06075047904","Census Tract 479.04; San Francisco County; California","1486","313","689","166","644","150","45","45","45","45","0","13","0","13","0","13","0","13","353","173","353","173","0","13","0","13","0","13","0","13","0","13","19","33","0","13","0","13","12","19","413","140",
"1400000US06075060100","Census Tract 601; San Francisco County; California","2269","279","933","228","831","228","102","60","94","60","0","13","0","13","0","13","8","13","332","125","326","122","0","13","0","13","0","13","6","12","48","54","9","16","135","64","216","92","24","37","572","171",
"1400000US06075060400","Census Tract 604; San Francisco County; California","954","184","584","162","438","103","146","78","78","57","60","51","0","13","8","12","0","13","82","57","20","22","37","44","0","13","25","28","0","13","0","13","0","13","30","50","22","24","10","15","226","80",
"1400000US06075060502","Census Tract 605.02; San Francisco County; California","1225","285","752","186","671","183","81","54","59","50","15","16","0","13","7","10","0","13","321","128","289","125","16","25","10","16","6","10","0","13","21","33","0","13","6","9","31","32","0","13","94","66",
"1400000US06075060701","Census Tract 607.01; San Francisco County; California","5217","738","1213","301","927","322","286","171","137","126","62","93","87","99","0","19","0","19","1113","469","334","247","187","148","486","384","106","95","0","19","0","19","58","79","82","104","928","295","0","19","1823","652",
"1400000US06075060702","Census Tract 607.02; San Francisco County; California","1299","259","719","385","668","383","51","51","51","51","0","13","0","13","0","13","0","13","230","296","120","150","0","13","110","157","0","13","0","13","0","13","0","13","29","44","179","141","0","13","142","101",
"1400000US06075060703","Census Tract 607.03; San Francisco County; California","4498","889","891","465","879","464","12","9","0","19","12","9","0","19","0","19","0","19","706","420","402","350","49","75","230","158","25","41","0","19","102","146","0","19","114","114","917","322","98","110","1670","779",
"1400000US06075061000","Census Tract 610; San Francisco County; California","2606","495","1718","383","1391","295","327","159","275","153","52","53","0","13","0","13","0","13","281","135","184","91","35","33","0","13","62","94","0","13","24","27","16","28","0","13","50","52","40","42","477","200",
"1400000US06075061101","Census Tract 611.01; San Francisco County; California","638","238","48","40","48","40","0","13","0","13","0","13","0","13","0","13","0","13","152","82","145","84","7","14","0","13","0","13","0","13","0","13","0","13","0","13","391","242","5","8","42","45",
"1400000US06075061102","Census Tract 611.02; San Francisco County; California","931","268","234","128","203","128","31","51","31","51","0","13","0","13","0","13","0","13","193","139","170","132","23","24","0","13","0","13","0","13","0","13","0","13","0","13","425","152","25","40","54","50",
"1400000US06075061200","Census Tract 612; San Francisco County; California","2087","437","992","259","739","244","253","113","133","88","57","57","63","50","0","13","0","13","621","262","524","254","88","77","0","13","9","14","0","13","0","13","30","47","33","44","26","47","27","42","358","227",
"1400000US06075061401","Census Tract 614.01; San Francisco County; California","1398","303","525","164","468","136","57","72","22","33","0","13","0","13","0","13","35","62","265","102","168","92","0","13","71","48","26","41","0","13","0","13","19","25","60","48","45","37","48","46","436","188",
"1400000US06075061402","Census Tract 614.02; San Francisco County; California","1603","294","341","116","293","99","48","51","29","37","19","33","0","13","0","13","0","13","222","133","106","94","0","13","116","75","0","13","0","13","91","79","85","54","42","57","201","146","42","45","579","238",
"1400000US06075061501","Census Tract 615.01; San Francisco County; California","1064","559","240","195","240","195","0","13","0","13","0","13","0","13","0","13","0","13","103","152","12","27","0","13","17","34","0","13","74","143","0","13","6","23","0","13","552","418","37","66","126","87",
"1400000US06075061502","Census Tract 615.02; San Francisco County; California","1096","373","150","101","150","101","0","13","0","13","0","13","0","13","0","13","0","13","384","307","99","93","9","20","30","48","246","294","0","13","29","43","24","41","0","13","229","184","99","59","181","123",
"1400000US06075061503","Census Tract 615.03; San Francisco County; California","2532","627","367","259","367","259","0","13","0","13","0","13","0","13","0","13","0","13","309","444","290","441","0","13","0","13","19","31","0","13","0","13","0","13","176","208","1075","436","0","13","605","249",
"1400000US06075061504","Census Tract 615.04; San Francisco County; California","1187","508","173","147","156","146","17","59","0","13","0","13","17","59","0","13","0","13","108","135","70","115","27","45","11","59","0","13","0","13","0","13","0","13","31","43","363","228","0","13","512","260",
"1400000US06075061505","Census Tract 615.05; San Francisco County; California","852","204","280","100","151","106","129","138","21","36","0","13","0","13","0","13","108","132","110","126","99","121","11","21","0","13","0","13","0","13","0","13","0","13","27","47","123","100","0","13","312","123",
"1400000US06075061506","Census Tract 615.06; San Francisco County; California","3811","921","456","226","405","215","51","72","51","72","0","13","0","13","0","13","0","13","323","205","155","141","115","132","0","13","53","81","0","13","0","13","121","182","111","151","1076","417","47","78","1677","866",
"1400000US06075061507","Census Tract 615.07; San Francisco County; California","1337","274","104","115","67","83","37","82","37","82","0","13","0","13","0","13","0","13","381","195","227","125","129","101","25","44","0","13","0","13","0","13","0","13","0","13","675","294","0","13","177","142",
"1400000US06075061508","Census Tract 615.08; San Francisco County; California","1271","558","71","69","71","69","0","13","0","13","0","13","0","13","0","13","0","13","331","146","0","13","218","155","99","125","14","24","0","13","73","137","0","13","16","34","473","388","22","31","285","251",
"1400000US06075980200","Census Tract 9802; San Francisco County; California","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US06075980300","Census Tract 9803; San Francisco County; California","34","20","10","10","10","10","0","13","0","13","0","13","0","13","0","13","0","13","6","9","0","13","6","9","0","13","0","13","0","13","0","13","0","13","0","13","6","9","0","13","12","12",
"1400000US06075980401","Census Tract 9804.01; San Francisco County; California","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US06075980501","Census Tract 9805.01; San Francisco County; California","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US06075980600","Census Tract 9806; San Francisco County; California","674","134","346","83","302","67","44","38","0","13","16","24","18","30","0","13","10","10","127","66","66","49","55","42","0","13","6","9","0","13","6","9","15","17","6","10","3","6","21","35","150","69",
"1400000US06075980900","Census Tract 9809; San Francisco County; California","176","75","92","56","80","56","12","13","12","13","0","13","0","13","0","13","0","13","50","31","34","27","0","13","16","17","0","13","0","13","0","13","0","13","11","18","0","13","0","13","23","20",
"1400000US06075990100","Census Tract 9901; San Francisco County; California","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US06075990200","Census Tract 9902; San Francisco County; California","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
