"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home",
"1400000US06075013401","Census Tract 134.01; San Francisco County; California","863","251","317","95","256","94","61","42","48","37","0","13","13","20","0","13","0","13","222","121","222","121","0","13","0","13","0","13","0","13","15","23","0","13","22","26","21","29","126","188","140","89",
"1400000US06075013402","Census Tract 134.02; San Francisco County; California","1353","216","579","230","473","195","106","85","34","43","45","72","27","30","0","13","0","13","215","109","215","109","0","13","0","13","0","13","0","13","40","46","0","13","34","48","20","27","15","23","450","182",
"1400000US06075013500","Census Tract 135; San Francisco County; California","1732","252","609","188","551","177","58","37","42","33","16","18","0","13","0","13","0","13","297","101","295","100","2","5","0","13","0","13","0","13","76","55","0","13","14","22","238","103","37","37","461","135",
"1400000US06075015100","Census Tract 151; San Francisco County; California","1711","311","321","120","304","118","17","20","9","14","8","13","0","13","0","13","0","13","647","209","478","175","37","54","28","23","104","97","0","13","53","33","7","12","30","38","262","94","40","32","351","119",
"1400000US06075015201","Census Tract 152.01; San Francisco County; California","996","188","458","187","319","151","139","101","139","101","0","13","0","13","0","13","0","13","260","124","177","83","50","85","33","41","0","13","0","13","0","13","0","13","17","26","108","86","0","13","153","86",
"1400000US06075015202","Census Tract 152.02; San Francisco County; California","1425","617","291","252","265","238","26","38","26","38","0","13","0","13","0","13","0","13","305","214","305","214","0","13","0","13","0","13","0","13","0","13","0","13","0","13","208","90","143","128","478","163",
"1400000US06075015300","Census Tract 153; San Francisco County; California","1524","394","344","134","276","117","68","61","57","61","11","19","0","13","0","13","0","13","420","183","408","187","0","13","5","9","7","11","0","13","34","42","0","13","14","20","209","122","91","128","412","120",
"1400000US06075015401","Census Tract 154.01; San Francisco County; California","2239","360","546","164","380","123","166","89","109","85","52","61","0","13","0","13","5","12","639","228","599","231","0","13","40","38","0","13","0","13","0","13","24","38","24","35","175","131","88","137","743","245",
"1400000US06075015402","Census Tract 154.02; San Francisco County; California","1951","396","806","196","404","102","402","195","312","198","59","56","31","47","0","13","0","13","403","149","403","149","0","13","0","13","0","13","0","13","0","13","0","13","0","13","28","33","0","13","714","364",
"1400000US06075015500","Census Tract 155; San Francisco County; California","1637","478","333","177","325","176","8","13","8","13","0","13","0","13","0","13","0","13","426","241","281","202","80","103","65","94","0","13","0","13","48","59","0","13","49","55","155","112","20","32","606","389",
"1400000US06075015600","Census Tract 156; San Francisco County; California","1586","289","551","172","519","170","32","30","22","26","10","16","0","13","0","13","0","13","419","144","371","126","11","16","37","35","0","13","0","13","10","15","21","21","8","13","190","86","0","13","387","147",
"1400000US06075015701","Census Tract 157.01; San Francisco County; California","2730","606","758","276","746","277","12","21","0","13","0","13","0","13","12","21","0","13","922","351","835","364","37","39","50","56","0","13","0","13","87","92","0","13","21","35","434","158","30","59","478","300",
"1400000US06075015702","Census Tract 157.02; San Francisco County; California","2256","538","798","190","704","180","94","72","94","72","0","13","0","13","0","13","0","13","483","188","483","188","0","13","0","13","0","13","0","13","128","98","32","38","188","108","57","58","0","13","570","409",
"1400000US06075015801","Census Tract 158.01; San Francisco County; California","1728","339","542","158","503","148","39","31","16","24","9","14","14","18","0","13","0","13","508","163","467","156","31","43","0","13","0","13","10","17","51","48","9","15","100","76","157","95","30","39","331","129",
"1400000US06075015802","Census Tract 158.02; San Francisco County; California","2366","394","620","201","459","151","161","121","133","112","0","13","28","42","0","13","0","13","658","166","613","160","36","48","9","14","0","13","0","13","12","21","0","13","123","62","193","108","53","56","707","204",
"1400000US06075015900","Census Tract 159; San Francisco County; California","2824","479","803","226","562","185","241","155","191","151","31","38","19","30","0","19","0","19","722","295","621","244","40","62","19","40","42","62","0","19","27","43","0","19","116","106","452","241","14","19","690","273",
"1400000US06075016000","Census Tract 160; San Francisco County; California","1499","464","524","423","518","423","6","9","0","13","0","13","0","13","6","9","0","13","287","101","240","91","37","38","10","17","0","13","0","13","27","34","1","9","24","23","306","110","28","25","302","104",
"1400000US06075016101","Census Tract 161.01; San Francisco County; California","788","220","128","82","128","82","0","13","0","13","0","13","0","13","0","13","0","13","278","123","266","121","12","21","0","13","0","13","0","13","0","13","0","13","16","25","67","48","39","60","260","119",
"1400000US06075016102","Census Tract 161.02; San Francisco County; California","875","410","272","101","272","101","0","13","0","13","0","13","0","13","0","13","0","13","542","377","502","384","40","60","0","13","0","13","0","13","0","13","0","13","0","13","36","48","13","21","12","21",
"1400000US06075016200","Census Tract 162; San Francisco County; California","2478","618","453","209","369","157","84","135","84","135","0","13","0","13","0","13","0","13","589","210","184","99","225","132","159","132","21","33","0","13","56","67","54","63","323","341","320","126","20","33","663","423",
"1400000US06075016300","Census Tract 163; San Francisco County; California","2522","453","671","253","472","184","199","134","76","95","63","64","14","50","0","13","46","73","715","262","356","247","243","99","18","29","98","84","0","13","0","13","27","43","151","146","147","87","25","39","786","278",
"1400000US06075016400","Census Tract 164; San Francisco County; California","2847","300","785","175","571","136","214","124","148","86","0","13","13","16","6","10","47","56","899","192","658","157","146","76","78","68","17","26","0","13","46","51","0","13","229","112","114","62","62","51","712","211",
"1400000US06075016500","Census Tract 165; San Francisco County; California","3443","600","555","220","357","173","198","145","125","117","57","83","0","19","16","25","0","19","915","273","790","287","44","49","81","123","0","19","0","19","99","124","9","18","200","175","675","390","48","52","942","336",
"1400000US06075016601","Census Tract 166.01; San Francisco County; California","2173","448","369","127","335","125","34","35","25","31","9","14","0","13","0","13","0","13","750","224","703","224","24","25","12","20","11","19","0","13","12","20","33","36","114","93","250","165","11","17","634","298",
"1400000US06075016602","Census Tract 166.02; San Francisco County; California","1726","433","418","157","293","118","125","111","115","110","10","17","0","13","0","13","0","13","483","169","351","138","90","59","0","13","42","67","0","13","0","13","30","39","70","62","100","76","0","13","625","326",
"1400000US06075016700","Census Tract 167; San Francisco County; California","4268","744","739","216","672","230","67","54","27","33","16","26","9","16","0","19","15","23","1532","639","915","538","500","292","55","58","62","61","0","19","106","86","13","21","490","165","230","128","88","72","1070","234",
"1400000US06075016801","Census Tract 168.01; San Francisco County; California","2887","338","354","126","309","112","45","60","37","58","0","13","0","13","0","13","8","13","984","221","383","146","458","158","68","89","75","51","0","13","51","57","75","66","223","104","290","152","169","126","741","244",
"1400000US06075016802","Census Tract 168.02; San Francisco County; California","2832","422","606","208","558","211","48","49","48","49","0","13","0","13","0","13","0","13","724","195","223","105","358","159","66","47","77","55","0","13","0","13","37","52","72","62","564","349","36","57","793","223",
"1400000US06075016900","Census Tract 169; San Francisco County; California","2039","253","350","154","268","145","82","53","74","52","0","13","0","13","8","8","0","13","798","160","241","98","473","160","16","20","68","39","0","13","0","13","0","13","91","52","157","99","8","13","635","154",
"1400000US06075017000","Census Tract 170; San Francisco County; California","2920","458","760","301","647","292","113","93","88","72","0","13","25","37","0","13","0","13","896","209","266","136","544","142","0","13","86","65","0","13","47","76","0","13","134","113","120","71","180","142","783","232",
"1400000US06075017101","Census Tract 171.01; San Francisco County; California","2492","337","682","189","612","169","70","52","35","40","16","24","19","29","0","13","0","13","687","211","306","128","231","110","26","29","124","123","0","13","19","21","52","40","158","75","92","51","16","25","786","224",
"1400000US06075017102","Census Tract 171.02; San Francisco County; California","2420","296","686","184","609","188","77","52","69","53","0","13","8","12","0","13","0","13","650","214","235","100","235","132","101","82","79","59","0","13","47","63","17","26","115","63","221","100","65","48","619","153",
"1400000US06075017602","Census Tract 176.02; San Francisco County; California","2012","630","351","275","191","191","160","137","160","137","0","13","0","13","0","13","0","13","289","184","174","157","29","51","86","99","0","13","0","13","0","13","36","52","66","70","549","258","42","105","679","247",
"1400000US06075017603","Census Tract 176.03; San Francisco County; California","2690","413","249","137","249","137","0","13","0","13","0","13","0","13","0","13","0","13","1096","264","831","249","247","143","10","32","8","16","0","13","0","13","47","78","32","49","480","254","31","47","755","329",
"1400000US06075017604","Census Tract 176.04; San Francisco County; California","1925","465","221","182","208","179","13","21","13","21","0","13","0","13","0","13","0","13","438","255","154","194","214","149","57","66","0","13","13","20","0","13","0","13","224","160","671","270","114","132","257","166",
"1400000US06075017700","Census Tract 177; San Francisco County; California","1420","248","378","135","326","131","52","46","35","42","7","10","10","15","0","13","0","13","390","132","309","134","32","27","43","46","6","8","0","13","7","10","0","13","79","37","137","61","21","21","408","184",
"1400000US06075017801","Census Tract 178.01; San Francisco County; California","1383","292","148","96","148","96","0","13","0","13","0","13","0","13","0","13","0","13","150","65","59","42","69","54","22","26","0","13","0","13","0","13","0","13","8","14","564","194","7","12","506","206",
"1400000US06075017803","Census Tract 178.03; San Francisco County; California","1377","260","159","116","89","63","70","93","55","88","0","13","0","13","15","26","0","13","416","163","317","158","70","68","29","34","0","13","0","13","0","13","0","13","128","98","339","180","167","172","168","79",
"1400000US06075017804","Census Tract 178.04; San Francisco County; California","2522","528","435","200","349","164","86","94","43","51","0","13","43","91","0","13","0","13","329","164","230","140","52","51","38","39","0","13","9","17","38","62","0","13","92","97","769","258","112","115","747","339",
"1400000US06075017903","Census Tract 179.03; San Francisco County; California","1712","416","786","286","623","224","163","114","70","84","19","20","66","79","0","13","8","14","609","234","578","256","31","62","0","13","0","13","0","13","0","13","0","13","20","51","126","125","34","36","137","74",
"1400000US06075018000","Census Tract 180; San Francisco County; California","2207","386","440","153","412","150","28","25","10","14","18","20","0","13","0","13","0","13","440","160","228","138","67","46","140","84","5","9","0","13","0","13","0","13","43","34","661","231","10","16","613","180",
"1400000US06075020101","Census Tract 201.01; San Francisco County; California","2721","538","588","215","508","195","80","74","65","72","15","23","0","13","0","13","0","13","745","238","315","146","414","199","9","14","7","12","0","13","106","132","0","13","161","81","560","413","71","56","490","195",
"1400000US06075020102","Census Tract 201.02; San Francisco County; California","1900","617","542","340","473","336","69","75","36","57","0","13","33","55","0","13","0","13","642","255","416","214","226","160","0","13","0","13","0","13","0","13","0","13","45","59","302","140","8","13","361","357",
"1400000US06075020201","Census Tract 202.01; San Francisco County; California","1314","314","250","163","166","98","84","90","80","88","4","11","0","13","0","13","0","13","464","160","115","92","261","96","71","72","17","28","0","13","28","40","11","18","197","105","102","75","0","13","262","160",
"1400000US06075020202","Census Tract 202.02; San Francisco County; California","2875","489","334","143","320","143","14","24","14","24","0","13","0","13","0","13","0","13","904","252","448","187","441","253","0","13","15","26","0","13","6","10","22","34","286","156","180","101","94","83","1049","434",
"1400000US06075020300","Census Tract 203; San Francisco County; California","2592","560","482","141","454","146","28","33","28","33","0","13","0","13","0","13","0","13","723","169","247","109","421","124","20","22","25","24","10","16","21","24","9","15","130","74","176","97","7","12","1044","465",
"1400000US06075020401","Census Tract 204.01; San Francisco County; California","2373","307","629","189","493","133","136","128","79","96","0","13","0","13","57","87","0","13","591","206","267","108","184","101","43","51","97","68","0","13","0","13","20","23","83","72","93","56","47","33","910","188",
"1400000US06075020402","Census Tract 204.02; San Francisco County; California","2790","441","1346","291","1150","263","196","136","196","136","0","13","0","13","0","13","0","13","569","200","243","137","283","138","17","27","26","32","0","13","19","33","93","81","13","21","73","64","13","22","664","243",
"1400000US06075020500","Census Tract 205; San Francisco County; California","1822","246","376","118","298","101","78","52","64","45","14","15","0","13","0","13","0","13","675","170","161","79","412","126","27","36","75","73","0","13","0","13","0","13","71","59","132","106","22","35","546","138",
"1400000US06075020601","Census Tract 206.01; San Francisco County; California","2217","514","594","240","411","138","183","187","165","183","18","29","0","13","0","13","0","13","773","271","193","107","488","198","14","24","78","80","0","13","51","55","0","13","78","81","80","69","0","13","641","346",
"1400000US06075020602","Census Tract 206.02; San Francisco County; California","1551","228","542","173","441","160","101","74","87","71","14","22","0","13","0","13","0","13","358","128","118","86","157","84","34","39","49","58","0","13","14","22","0","13","95","73","118","95","63","72","361","109",
"1400000US06075020701","Census Tract 207.01; San Francisco County; California","2233","519","410","196","388","194","22","25","22","25","0","13","0","13","0","13","0","13","532","205","155","83","330","176","47","58","0","13","0","13","0","13","0","13","180","146","431","222","30","33","650","270",
"1400000US06075020702","Census Tract 207.02; San Francisco County; California","1545","195","410","194","312","161","98","105","98","105","0","13","0","13","0","13","0","13","454","143","202","76","208","107","16","25","28","39","0","13","0","13","0","13","43","38","154","86","0","13","484","150",
"1400000US06075020801","Census Tract 208.01; San Francisco County; California","2253","379","586","235","548","225","38","50","0","13","38","50","0","13","0","13","0","13","859","220","351","156","425","150","0","13","83","76","0","13","0","13","34","50","105","66","244","114","80","69","345","179",
"1400000US06075020802","Census Tract 208.02; San Francisco County; California","1797","297","362","189","362","189","0","13","0","13","0","13","0","13","0","13","0","13","515","259","237","187","217","191","28","44","33","56","0","13","134","114","0","13","384","390","89","63","8","12","305","178",
"1400000US06075020900","Census Tract 209; San Francisco County; California","2601","521","478","263","375","243","103","83","75","65","0","13","0","13","28","35","0","13","1271","311","672","294","586","159","13","17","0","13","0","13","0","13","17","29","95","71","113","56","25","38","602","214",
"1400000US06075021000","Census Tract 210; San Francisco County; California","2292","430","741","258","655","247","86","74","86","74","0","13","0","13","0","13","0","13","566","198","180","153","333","139","19","31","34","57","0","13","122","162","15","26","146","92","92","79","0","13","610","188",
"1400000US06075021100","Census Tract 211; San Francisco County; California","2694","309","646","170","616","162","30","36","23","35","7","11","0","13","0","13","0","13","692","171","346","135","266","94","23","23","57","43","0","13","71","55","32","25","137","51","150","119","44","34","922","258",
"1400000US06075021200","Census Tract 212; San Francisco County; California","1789","229","566","126","531","131","35","29","29","27","0","13","0","13","6","10","0","13","456","137","162","89","224","97","27","28","43","32","0","13","18","20","14","21","32","29","43","29","97","117","563","134",
"1400000US06075021300","Census Tract 213; San Francisco County; California","1582","319","747","276","698","279","49","45","49","45","0","13","0","13","0","13","0","13","263","97","180","84","57","37","9","14","17","27","0","13","0","13","0","13","35","36","49","43","49","41","439","159",
"1400000US06075021400","Census Tract 214; San Francisco County; California","2222","347","600","145","520","131","80","63","72","63","8","13","0","13","0","13","0","13","484","170","200","108","186","83","31","36","67","50","0","13","28","42","21","24","120","80","123","55","34","34","812","262",
"1400000US06075021500","Census Tract 215; San Francisco County; California","3687","592","1140","284","1068","279","72","65","72","65","0","19","0","19","0","19","0","19","1243","403","360","216","774","382","20","31","89","55","0","19","0","19","0","19","310","258","46","41","70","60","878","339",
"1400000US06075021600","Census Tract 216; San Francisco County; California","2679","464","1047","274","1007","267","40","38","27","33","13","22","0","13","0","13","0","13","394","141","239","127","108","73","47","54","0","13","0","13","0","13","0","13","28","29","0","13","49","45","1161","313",
"1400000US06075021700","Census Tract 217; San Francisco County; California","2158","334","878","276","659","168","219","164","197","163","22","24","0","13","0","13","0","13","483","116","172","70","258","80","36","28","17","19","0","13","0","13","0","13","26","27","38","32","0","13","733","189",
"1400000US06075021800","Census Tract 218; San Francisco County; California","2670","425","866","179","800","176","66","53","52","51","14","16","0","13","0","13","0","13","453","130","262","122","134","59","18","26","39","34","0","13","6","10","54","48","97","93","79","71","72","55","1043","344",
"1400000US06075022600","Census Tract 226; San Francisco County; California","3150","389","720","230","615","217","105","89","97","87","8","11","0","13","0","13","0","13","586","130","143","68","69","42","276","93","98","70","0","13","31","37","27","42","225","110","458","164","193","151","910","165",
"1400000US06075022702","Census Tract 227.02; San Francisco County; California","1579","366","395","137","376","136","19","17","9","14","10","12","0","13","0","13","0","13","217","114","138","67","8","14","71","61","0","13","0","13","23","25","0","13","121","52","242","111","11","17","570","264",
"1400000US06075022704","Census Tract 227.04; San Francisco County; California","2471","289","884","201","760","176","124","71","55","33","59","62","10","15","0","13","0","13","191","76","109","44","0","13","82","54","0","13","0","13","10","16","13","20","233","77","205","66","65","40","870","200",
"1400000US06075022801","Census Tract 228.01; San Francisco County; California","3029","477","1067","440","885","364","182","130","78","93","94","87","0","13","10","16","0","13","589","169","411","142","161","89","17","19","0","13","0","13","0","13","0","13","234","124","332","177","37","32","770","205",
"1400000US06075022802","Census Tract 228.02; San Francisco County; California","1175","231","348","120","248","106","100","55","54","37","0","13","0","13","39","56","7","10","280","66","164","67","51","44","44","31","3","5","18","21","22","22","18","16","67","40","107","50","32","26","301","168",
"1400000US06075022803","Census Tract 228.03; San Francisco County; California","2569","336","891","215","680","195","211","131","72","44","12","18","0","13","27","49","100","100","667","193","385","172","249","95","33","39","0","13","0","13","0","13","9","13","241","78","155","88","29","26","577","178",
"1400000US06075022901","Census Tract 229.01; San Francisco County; California","2661","405","987","309","756","275","231","170","63","66","168","171","0","13","0","13","0","13","781","259","410","206","288","128","83","78","0","13","0","13","12","20","14","22","227","84","124","92","0","13","516","157",
"1400000US06075022902","Census Tract 229.02; San Francisco County; California","1244","173","372","129","314","115","58","60","28","30","26","30","0","13","0","13","4","6","212","80","129","58","71","41","12","14","0","13","0","13","0","13","26","34","91","53","213","95","0","13","330","121",
"1400000US06075022903","Census Tract 229.03; San Francisco County; California","1893","410","370","108","331","107","39","44","0","13","39","44","0","13","0","13","0","13","537","141","302","112","129","58","106","55","0","13","0","13","35","32","0","13","257","206","89","66","21","23","584","245",
"1400000US06075023001","Census Tract 230.01; San Francisco County; California","2465","483","1433","303","1201","273","232","108","162","79","48","45","0","19","0","19","22","39","775","263","727","254","37","55","11","17","0","19","0","19","0","19","0","19","0","19","76","57","0","19","181","111",
"1400000US06075023003","Census Tract 230.03; San Francisco County; California","2100","306","1224","198","919","177","305","124","141","87","91","65","73","70","0","13","0","13","387","136","354","132","12","18","21","25","0","13","0","13","15","21","39","47","76","78","80","55","33","48","246","127",
"1400000US06075023102","Census Tract 231.02; San Francisco County; California","1385","282","677","187","559","208","118","98","118","98","0","13","0","13","0","13","0","13","527","187","469","188","0","13","49","49","9","17","0","13","0","13","0","13","0","13","72","54","0","13","109","76",
"1400000US06075023103","Census Tract 231.03; San Francisco County; California","1288","265","947","267","719","168","228","194","170","164","8","14","50","78","0","13","0","13","217","91","217","91","0","13","0","13","0","13","0","13","20","33","10","17","18","32","16","19","4","15","56","54",
"1400000US06075023200","Census Tract 232; San Francisco County; California","2086","507","1014","285","689","171","325","195","325","195","0","13","0","13","0","13","0","13","584","241","358","164","39","48","9","15","178","199","0","13","15","23","84","59","13","14","86","73","0","13","290","124",
"1400000US06075023300","Census Tract 233; San Francisco County; California","1858","230","1163","212","968","202","195","67","93","57","93","53","5","7","0","13","4","8","466","108","448","107","5","7","0","13","13","13","0","13","0","13","15","17","6","9","41","30","16","18","151","65",
"1400000US06075023400","Census Tract 234; San Francisco County; California","1600","357","1166","279","882","221","284","157","251","151","33","37","0","13","0","13","0","13","374","182","265","154","61","81","0","13","48","69","0","13","5","9","31","41","0","13","16","28","8","14","0","13",
"1400000US06075025100","Census Tract 251; San Francisco County; California","1908","371","916","262","868","263","48","37","40","37","5","8","3","6","0","13","0","13","190","94","62","45","34","36","74","55","20","27","0","13","87","79","19","26","84","49","68","58","0","13","544","213",
"1400000US06075025200","Census Tract 252; San Francisco County; California","2958","377","994","259","863","217","131","145","124","145","0","19","7","16","0","19","0","19","641","171","383","154","253","117","5","13","0","19","0","19","0","19","73","110","169","94","208","88","19","29","854","325",
"1400000US06075025300","Census Tract 253; San Francisco County; California","2814","500","1356","425","1147","259","209","231","203","231","6","10","0","13","0","13","0","13","454","117","314","94","83","60","31","32","0","13","26","42","12","18","16","26","125","68","90","59","75","48","686","159",
"1400000US06075025401","Census Tract 254.01; San Francisco County; California","2123","341","750","254","378","135","372","238","289","208","83","73","0","13","0","13","0","13","533","211","191","128","218","166","5","14","119","154","0","13","49","59","9","15","329","241","53","60","0","13","400","138",
"1400000US06075025402","Census Tract 254.02; San Francisco County; California","1692","436","978","352","795","324","183","98","92","85","78","54","0","13","8","15","5","8","239","111","123","104","101","63","15","24","0","13","0","13","0","13","36","33","65","45","59","44","19","21","296","112",
"1400000US06075025403","Census Tract 254.03; San Francisco County; California","2217","406","984","251","814","253","170","92","133","88","23","26","6","12","0","13","8","13","468","150","295","143","168","103","5","10","0","13","0","13","8","13","13","22","133","114","61","58","37","40","513","222",
"1400000US06075025501","Census Tract 255.01; San Francisco County; California","2308","724","611","227","516","222","95","53","95","53","0","13","0","13","0","13","0","13","746","281","228","161","391","238","90","68","21","32","16","27","0","13","17","27","95","79","3","7","343","445","493","267",
"1400000US06075025502","Census Tract 255.02; San Francisco County; California","1935","315","988","204","818","200","170","109","141","97","29","32","0","13","0","13","0","13","537","171","387","170","150","102","0","13","0","13","0","13","0","13","0","13","14","26","12","21","0","13","384","179",
"1400000US06075025600","Census Tract 256; San Francisco County; California","2882","477","1457","319","1019","299","438","163","235","132","127","61","13","20","53","80","10","17","671","236","468","223","203","94","0","19","0","19","0","19","36","55","0","19","0","19","63","42","30","31","625","297",
"1400000US06075025701","Census Tract 257.01; San Francisco County; California","2922","554","1692","327","1243","331","449","201","211","111","22","29","149","171","67","72","0","19","725","289","651","278","74","55","0","19","0","19","0","19","0","19","12","19","79","74","10","17","12","20","392","141",
"1400000US06075025702","Census Tract 257.02; San Francisco County; California","1992","350","1308","321","870","253","438","178","202","111","105","92","131","120","0","13","0","13","545","150","454","139","91","71","0","13","0","13","0","13","0","13","0","13","0","13","37","30","0","13","102","108",
"1400000US06075025800","Census Tract 258; San Francisco County; California","1041","236","575","164","413","116","162","84","124","61","13","19","25","30","0","13","0","13","277","116","271","112","2","7","4","9","0","13","0","13","13","15","8","12","2","6","15","16","2","6","149","97",
"1400000US06075025900","Census Tract 259; San Francisco County; California","2263","373","1701","339","1424","339","277","121","228","107","47","74","0","13","2","4","0","13","274","116","214","98","60","60","0","13","0","13","0","13","0","13","0","13","30","35","15","23","51","55","192","114",
"1400000US06075026001","Census Tract 260.01; San Francisco County; California","3350","605","1789","372","1317","302","472","205","430","192","27","35","15","19","0","19","0","19","1041","353","681","211","323","281","28","31","9","13","0","19","0","19","56","87","36","24","36","28","28","23","364","137",
"1400000US06075026002","Census Tract 260.02; San Francisco County; California","1744","245","879","196","735","159","144","90","142","89","2","6","0","13","0","13","0","13","414","133","260","94","154","78","0","13","0","13","0","13","0","13","4","9","26","26","6","9","51","74","364","129",
"1400000US06075026003","Census Tract 260.03; San Francisco County; California","2544","330","1683","327","1290","287","393","158","338","154","50","65","5","9","0","13","0","13","444","153","319","127","113","87","0","13","12","19","0","13","0","13","0","13","12","15","73","64","0","13","332","184",
"1400000US06075026004","Census Tract 260.04; San Francisco County; California","2191","277","1187","236","953","203","234","135","132","101","40","57","62","56","0","13","0","13","503","153","377","168","126","92","0","13","0","13","0","13","0","13","0","13","34","41","46","43","13","21","408","175",
"1400000US06075026100","Census Tract 261; San Francisco County; California","3716","601","1464","307","1246","294","218","94","136","82","64","55","18","32","0","19","0","19","1434","453","583","232","774","370","11","17","66","88","0","19","0","19","26","41","63","53","57","45","77","86","595","284",
"1400000US06075026201","Census Tract 262.01; San Francisco County; California","1901","335","1106","244","824","180","282","165","129","113","139","137","5","11","0","13","9","16","530","174","428","166","102","53","0","13","0","13","0","13","0","13","0","13","0","13","46","48","16","25","203","90",
"1400000US06075026202","Census Tract 262.02; San Francisco County; California","2161","403","1138","300","980","269","158","122","138","119","20","25","0","13","0","13","0","13","824","208","562","182","246","103","0","13","16","24","0","13","17","27","6","10","0","13","48","46","33","32","95","59",
"1400000US06075026301","Census Tract 263.01; San Francisco County; California","2167","363","1200","289","854","264","346","152","298","152","48","62","0","19","0","19","0","19","746","252","412","191","297","163","37","36","0","19","0","19","0","19","10","16","0","19","133","101","14","23","64","38",
"1400000US06075026302","Census Tract 263.02; San Francisco County; California","2247","291","1707","282","1377","288","330","105","86","45","226","110","18","29","0","19","0","19","405","132","352","134","46","33","7","10","0","19","0","19","0","19","13","21","28","35","0","19","34","47","60","36",
"1400000US06075026303","Census Tract 263.03; San Francisco County; California","2700","487","1455","335","1126","244","329","172","214","141","82","72","33","42","0","13","0","13","932","298","539","278","293","163","0","13","100","100","0","13","0","13","0","13","46","57","23","27","0","13","244","125",
"1400000US06075026401","Census Tract 264.01; San Francisco County; California","1803","317","1287","275","992","208","295","146","163","91","37","43","14","20","66","65","15","22","412","203","349","200","43","39","11","18","9","15","0","13","0","13","0","13","0","13","13","22","0","13","91","53",
"1400000US06075026402","Census Tract 264.02; San Francisco County; California","2525","809","1727","677","1271","587","456","324","200","112","256","299","0","13","0","13","0","13","364","163","307","151","37","59","20","19","0","13","0","13","0","13","0","13","0","13","11","19","147","139","276","174",
"1400000US06075026403","Census Tract 264.03; San Francisco County; California","1696","374","1158","345","968","312","190","100","190","100","0","13","0","13","0","13","0","13","443","179","430","179","13","20","0","13","0","13","0","13","0","13","0","13","0","13","0","13","11","18","84","65",
"1400000US06075026404","Census Tract 264.04; San Francisco County; California","1376","214","734","134","511","132","223","113","184","100","24","19","0","13","15","26","0","13","417","118","335","119","46","47","21","26","15","20","0","13","11","17","0","13","0","13","63","45","16","17","135","64",
